StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,scam,Q181,Q181_10_TEXT,sus,sus_10_TEXT,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q102,Q161,Q161_10_TEXT,Q159,Q159_10_TEXT,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q107,Q167,Q167_10_TEXT,Q165,Q165_10_TEXT,Q110_First Click,Q110_Last Click,Q110_Page Submit,Q110_Click Count,Q112,Q187,Q187_10_TEXT,Q185,Q185_10_TEXT,Q115_First Click,Q115_Last Click,Q115_Page Submit,Q115_Click Count,Q117,Q171,Q171_10_TEXT,Q182,Q182_10_TEXT,Q120_First Click,Q120_Last Click,Q120_Page Submit,Q120_Click Count,Q122,Q175,Q175_10_TEXT,Q173,Q173_10_TEXT,Q125_First Click,Q125_Last Click,Q125_Page Submit,Q125_Click Count,Q127,Q179,Q179_10_TEXT,Q177,Q177_10_TEXT,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,Q132,Q183,Q183_10_TEXT,Q181,Q181_10_TEXT,Q135_First Click,Q135_Last Click,Q135_Page Submit,Q135_Click Count,Q137,Q191,Q191_10_TEXT,Q189,Q189_10_TEXT,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,Q142,Q195,Q195_10_TEXT,Q193,Q193_10_TEXT,year,gender,Q149,Q174,Q150
10/11/20 12:30,10/11/20 12:33,,,100,193,TRUE,10/11/20 12:33,R_3ipWwJyebAxaTTq,,,,,33.09280396,-96.645401,anonymous,EN,4.836,4.836,15.017,1,Somewhat unlikely,Email Address,,Subject,,,,,,,,,,,0,0,15.028,0,Somewhat unlikely,Email Address,,Structure,,,,,,,,,,,,,,,,,,,,0,0,15.019,0,Neither likely nor unlikely,None of the above,,None of the above,,0,0,4.071,0,Extremely likely,None of the above,,"Subject,Email Address,Email Body,Company Name,Salary,Structure",,0,0,15.01,0,Somewhat likely,Company Name,,"Email Address,Structure",,,,,,,,,,,,,,,,,,,,Freshman,Male,Very familiar,,
10/11/20 12:31,10/11/20 12:35,,,100,213,TRUE,10/11/20 12:35,R_3luETDDnLj5p4qN,,,,,32.72259521,-97.07849884,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005,13.62,15.024,3,Somewhat likely,None of the above,,"Subject,Structure",,0,0,15.11,0,Extremely unlikely,"Subject,Company Name,Structure",,None of the above,,3.74,3.74,15.009,1,Somewhat likely,"Subject,Email Address,Company Name,Salary",,"Subject,Email Address,Company Name,Salary",,,,,,,,,,,1.274,2.924,15.014,2,Neither likely nor unlikely,"Company Name,Structure",,"Subject,Email Body",,,,,,,,,,,1.001,1.001,15.011,1,Somewhat unlikely,"Subject,Email Body,Structure",,Email Address,,Freshman,Male,Moderately familiar,,
10/11/20 12:32,10/11/20 12:35,,,100,171,TRUE,10/11/20 12:35,R_3M6gbGwJ83XsH1r,,,,,33.03259277,-96.7858963,anonymous,EN,2.07,3.074,7.061,2,Extremely likely,"Subject,Email Address,Company Name,Structure",,"Email Body,Structure",,0,0,15.117,0,Extremely likely,"Subject,Email Body,Structure",,"Email Body,Company Name,Structure,Other",Asking for all that info off the bat,0,0,10.094,0,Extremely likely,None of the above,,Salary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.057,0,Extremely likely,"Subject,Email Body,Structure",,"Subject,Email Address,Structure,Other",Just attaching a single file,,,,,,,,,,0.973,0.973,13.854,1,Somewhat likely,Email Address,,Structure,,,,,,,,,,,Sophomore,Female,Very familiar,,
10/11/20 12:29,10/11/20 12:35,,,100,380,TRUE,10/11/20 12:35,R_2UgUjPJsRLM1GRe,,,,,32.96359253,-96.74680328,anonymous,EN,0,0,15.124,0,Somewhat unlikely,"Subject,Email Address,Email Body,Company Name,Other","Adding in emails for contacting, as well as the person's linkedin link.",Salary,,,,,,,,,,,0,0,10.786,0,Extremely likely,"Email Address,Company Name",,"Subject,Email Body,Salary,Structure,Other","No description of the work, VERY low requirements, and big salary claims.",,,,,,,,,,0,0,13.839,0,Somewhat likely,"Subject,Email Address",,"Structure,Other","I know that army recruiters are often informal in soliciting applicants, but this feels a bit TOO formal. There's not any links for additional information, or anything confirming the identity of the recruiter.",0,0,13.173,0,Extremely likely,Email Address,,"Subject,Email Body,Salary,Structure,Other",Weekly salaries and no requirements always seem suspicious to me.,,,,,,,,,,0,0,15.025,0,Somewhat unlikely,"Subject,Email Address,Email Body,Company Name,Structure",,Other,"It seemed a little strange how the email asked for additional information immediately, and how it asked you respond IN ALL CAPS.",,,,,,,,,,,,,,,,,,,Junior,Male,Moderately familiar,,"I think the criteria for the questionnaire (Subject, Body, etc..) were a little unspecific and open to interpretation. Not sure how to fix it though."
10/11/20 12:32,10/11/20 12:36,,,100,258,TRUE,10/11/20 12:36,R_3LcXSCkTvjoIqbt,,,,,33.02870178,-96.68260193,anonymous,EN,2.497,3.96,8.95,2,Somewhat likely,Email Address,,Structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.386,0,Extremely likely,None of the above,,"Subject,Structure",,0,0,8.926,0,Extremely likely,None of the above,,"Email Address,Email Body,Structure,Other",Attachment name,0,0,13.735,0,Somewhat likely,Structure,,Structure,,,,,,,,,,,0,0,14.801,0,Extremely likely,"Email Address,Company Name",,Email Address,,Junior,Male,Slightly familiar,,
10/11/20 12:33,10/11/20 12:36,,,100,178,TRUE,10/11/20 12:36,R_3EGTXO69P7tHM1v,,,,,32.82420349,-96.7507019,anonymous,EN,,,,,,,,,,0,0,15.009,0,Somewhat likely,Email Body,,Email Body,,0,0,13.196,0,Extremely unlikely,Email Address,,Email Address,,0,0,15.108,0,Extremely likely,"Email Body,Company Name,Salary",,"Email Address,Email Body,Company Name",,12.425,12.425,15.007,1,Somewhat likely,None of the above,,"Email Address,Email Body",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.756,0,Extremely unlikely,"Email Address,Email Body",,None of the above,,,,,,,,,,,Sophomore,Male,Moderately familiar,,
10/11/20 12:32,10/11/20 12:38,,,100,376,TRUE,10/11/20 12:38,R_1CKHI9TBgwEX9F5,,,,,33.1493988,-96.82800293,anonymous,EN,,,,,,,,,,0,0,15.012,0,Somewhat likely,None of the above,,"Subject,Email Address,Email Body",,0,0,10.866,0,Extremely likely,"Subject,Email Body,Structure",,"Email Address,Other",I put the wrong choices. Please swap these choices with my choices for the previous question (what makes it trustworthy).,,,,,,,,,,0,0,15.018,0,Neither likely nor unlikely,Email Body,,Email Body,,,,,,,,,,,0,0,16.339,0,Somewhat likely,Email Address,,"Subject,Email Body",,0,0,15.113,0,Extremely likely,None of the above,,"Email Address,Email Body,Company Name",,,,,,,,,,,,,,,,,,,,Freshman,Male,Moderately familiar,,"15 seconds isn't nearly long enough to do any more than skim the email body and maybe glance at the subject/address. I read fairly quickly so I'd say this isn't just my problem. I know the survey may be looking for a first impression but then having all those choices after each email is making me take everything in when that's not what I might to do in real life.

Also, I get not being able to backtrack after each email, but I found myself getting the trustworthy/suspicious questions mixed up."
10/11/20 12:37,10/11/20 12:41,,,100,230,TRUE,10/11/20 12:41,R_1F4isU4W6xlGpuT,,,,,32.96359253,-96.74680328,anonymous,EN,6.615,6.615,15.021,1,Somewhat unlikely,"Email Body,Salary,Structure",,"Email Address,Company Name",,,,,,,,,,,0,0,15.112,0,Somewhat likely,"Subject,Email Body,Salary,Structure",,"Subject,Email Address,Email Body",,0,0,15.016,0,Extremely likely,None of the above,,"Subject,Email Address,Email Body,Company Name,Salary,Structure",,0,0,15.01,0,Extremely unlikely,"Email Body,Company Name,Salary,Structure",,None of the above,,,,,,,,,,,,,,,,,,,,0,0,15.016,0,Somewhat likely,"Email Body,Structure",,"Email Body,Structure",,,,,,,,,,,,,,,,,,,,Sophomore,Male,Moderately familiar,,"Sorry, I kinda messed up on some and misread the first question as un-trustworthy, so I think some I meant to put nothing makes them trustworthy"
10/11/20 12:34,10/11/20 12:41,,,100,434,TRUE,10/11/20 12:41,R_3ff0HEPuLTkTTVJ,,,,,32.96359253,-96.74680328,anonymous,EN,1.319,1.319,15.117,1,Extremely likely,"Email Body,Structure",,"Email Body,Structure",,0,0,15.015,0,Somewhat likely,Structure,,"Subject,Email Address,Email Body",,,,,,,,,,,3.616,3.616,15.014,1,Extremely likely,None of the above,,"Email Address,Email Body,Company Name,Salary,Structure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.118,0,Somewhat likely,Company Name,,"Subject,Email Body,Salary,Structure",,14.552,29.493,30.013,2,Extremely unlikely,"Subject,Email Address,Email Body,Company Name,Structure",,None of the above,,,,,,,,,,,Junior,Female,Slightly familiar,,
10/11/20 12:37,10/11/20 12:42,,,100,267,TRUE,10/11/20 12:42,R_BzZX5UwARrcoJEJ,,,,,30.42399597,-97.79319763,anonymous,EN,0,0,15.01,0,Somewhat unlikely,Structure,,Salary,,0,0,15.109,0,Somewhat likely,"Email Body,Structure",,"Email Address,Company Name",,,,,,,,,,,,,,,,,,,,1.573,1.573,15.114,1,Neither likely nor unlikely,Company Name,,Email Body,,0,0,15.008,0,Somewhat likely,Structure,,Email Body,,,,,,,,,,,,,,,,,,,,0,0,30.117,0,Extremely likely,Email Body,,Email Body,,,,,,,,,,,Freshman,Female,Not familiar at all,,
10/11/20 12:41,10/11/20 12:44,,,100,183,TRUE,10/11/20 12:44,R_3n1zwM70sOriFM2,,,,,33.1493988,-96.82800293,anonymous,EN,,,,,,,,,,,,,,,,,,,0,0,8.853,0,Extremely likely,None of the above,,Other,Asked to text info to phone number,0,0,15.108,0,Extremely likely,Structure,,Structure,,,,,,,,,,,,,,,,,,,,0,0,4.046,0,Extremely likely,None of the above,,Other,All info was in an attachment,0,0,8.314,0,Extremely likely,None of the above,,"Structure,Other",Asked to email back with personal email,0,0,26.165,0,Somewhat likely,"Email Body,Structure",,Other,Asked to email to a personal email,,,,,,,,,,Junior,Non-binary,Extremely familiar,,
10/11/20 12:40,10/11/20 12:45,,,100,287,TRUE,10/11/20 12:45,R_27Kg1ZFJ1AVMDHQ,,,,,30.3927002,-91.00140381,anonymous,EN,0,0,15.123,0,Somewhat likely,Email Address,,"Salary,Other",why would i get paid for this lol,0,0,15.02,0,Somewhat likely,None of the above,,"Salary,Other","""urgently required""",,,,,,,,,,,,,,,,,,,0,0,6.868,0,Extremely likely,None of the above,,"Subject,Email Address,Company Name",,0,0,12.392,0,Somewhat likely,None of the above,,"Subject,Salary,Structure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.124,0,Extremely unlikely,"Subject,Email Address,Structure",,None of the above,,Sophomore,Male,Moderately familiar,,"making seperate questions for what made something trustworthy and untrustworthy is kinda annoying, just make it so it asks what made it seem like whatever their verdict was"
10/11/20 12:44,10/11/20 12:47,,,100,207,TRUE,10/11/20 12:47,R_2vkxlVXrhJhkEOB,,,,,33.1177063,-96.67910004,anonymous,EN,0,0,15.01,0,Extremely likely,"Subject,Company Name,Salary",,"Subject,Salary",,,,,,,,,,,,,,,,,,,,0,0,15.112,0,Extremely likely,Structure,,"Subject,Email Body,Company Name,Salary",,0,0,15.011,0,Somewhat likely,"Email Body,Company Name,Structure",,"Email Address,Salary",,,,,,,,,,,0,0,15.01,0,Extremely likely,None of the above,,Email Body,,,,,,,,,,,0,0,30.011,0,Somewhat unlikely,"Subject,Email Body,Company Name,Structure",,Email Address,,,,,,,,,,,Freshman,Male,Moderately familiar,,
